Protein_A	Protein_B	Rank_A_in_B	Rank_B_in_A	Score_A_in_B	Score_B_in_A	NaRRO	ARRO	NoRRO_A	NoRRO_B	NoRRO	Rank_LocalCutoff_A_elbow	Rank_LocalCutoff_B_elbow	Score_LocalCutoff_A_elbow	Score_LocalCutoff_B_elbow	Rank_LocalCutoff_A_knee	Rank_LocalCutoff_B_knee	Score_LocalCutoff_A_knee	Score_LocalCutoff_B_knee	Rank_AB_AboveLocal_A_elbow	Rank_BA_AboveLocal_B_elbow	Rank_AB_AboveLocal_A_knee	Rank_BA_AboveLocal_B_knee	Above_Global_Mean	Above_Global_Median	FD_A_elbow	FD_B_elbow	FD_A_knee	FD_B_knee	label
P0A7Q1	P0A7B1	5	0	147.066	147.066	0.1666666666666666	3282640.666666666	739.6666666666666	4438.0	3282640.6666666665	432	415	0.44597	0.404956	4261	4255	0.0	0.0	1	1	1	1	1	1	328.76657622710053	362.165380930274	0.0	0.0	1
P0A7R5	Q46948	57	0	151.674	151.674	0.0172413793103448	339583.5172413793	76.51724137931035	4438.0	339583.5172413793	423	436	0.11213	6.44851	4260	4271	0.0	0.0	1	1	1	1	1	1	1351.6620886471062	22.52078232025693	0.0	0.0	1
P0A7R9	Q46948	48	0	164.549	164.549	0.0204081632653061	401956.0	90.57142857142856	4438.0	401956.0	417	436	0.0441264	6.44851	4257	4271	0.0	0.0	1	1	1	1	1	1	3728.0374922948617	24.51736757793661	0.0	0.0	1
P0A7T7	P0A7W7	14	1	131.471	131.471	0.0333333333333333	656528.1333333334	295.8666666666667	2219.0	656528.1333333333	408	420	0.0261689	1.67454	4253	4259	0.0	0.0	1	1	1	1	1	1	5022.940631818686	77.51171067875356	0.0	0.0	1
P0A7U3	P0A7W7	13	2	141.06799999999998	141.06799999999998	0.0238095238095238	468948.6666666667	317.0	1479.3333333333333	468948.6666666666	411	420	0.0211516	1.67454	4254	4259	0.0	0.0	1	1	1	1	1	1	6668.377257512434	83.24283683877361	0.0	0.0	1
P0A7U3	Q46948	59	1	150.312	150.312	0.0083333333333333	164132.03333333335	73.96666666666667	2219.0	164132.03333333333	411	436	0.0211516	6.44851	4254	4271	0.0	0.0	1	1	1	1	1	1	7105.412753645115	22.309570738046467	0.0	0.0	1
P0A7W7	P0A7W7	0	0	170.895	170.895	1.0	19695844.0	4438.0	4438.0	19695844.0	420	420	1.67454	1.67454	4259	4259	0.0	0.0	1	1	1	1	1	1	101.05489268694686	101.05489268694686	0.0	0.0	1
P0A7W7	P77808	0	3	167.67700000000002	167.67700000000002	0.25	4923961.0	4438.0	1109.5	4923961.0	420	425	1.67454	0.094375	4259	4260	0.0	0.0	1	1	1	1	1	1	99.13317090066526	1775.7099337748346	0.0	0.0	1
P0A7W7	Q46802	3	0	170.895	170.895	0.25	4923961.0	1109.5	4438.0	4923961.0	420	422	1.67454	0.937723	4259	4259	0.0	0.0	1	1	1	1	1	1	101.05489268694686	181.2446500725694	0.0	0.0	1
P0A805	P0A763	0	20	155.863	155.863	0.0476190476190476	937897.3333333334	4438.0	211.33333333333331	937897.3333333334	423	419	2.35249	0.0723154	4261	4258	0.0	0.0	1	1	1	1	1	1	65.2544792964051	2154.322379465508	0.0	0.0	1
P0A805	P0A805	0	0	179.204	179.204	1.0	19695844.0	4438.0	4438.0	19695844.0	423	423	2.35249	2.35249	4261	4261	0.0	0.0	1	1	1	1	1	1	75.17630680683021	75.17630680683021	0.0	0.0	1
P0A7L8	P37680	8	0	148.985	148.985	0.1111111111111111	2188427.1111111115	493.1111111111112	4438.0	2188427.1111111115	411	422	0.0717646999999999	0.955442	4254	4259	0.0	0.0	1	1	1	1	1	1	2075.0206619689075	154.93306553406697	0.0	0.0	1
P0A7K2	P0AB38	7	0	161.59	161.59	0.125	2461980.5	554.75	4438.0	2461980.5	428	421	0.367219	1.26096	4262	4258	0.0	0.0	1	1	1	1	1	1	439.03714404755743	127.14839487374697	0.0	0.0	1
P0A828	P0A8E1	1	0	173.803	173.803	0.5	9847922.0	2219.0	4438.0	9847922.0	418	419	0.062188	0.267901	4257	4257	0.0	0.0	1	1	1	1	1	1	2793.7996398018918	647.7583099727138	0.0	0.0	1
P0A7J7	Q46948	53	0	159.192	159.192	0.0185185185185185	364737.8518518519	82.18518518518519	4438.0	364737.8518518519	428	436	0.194713	6.44851	4262	4271	0.0	0.0	1	1	1	1	1	1	816.572529825949	23.686633036158742	0.0	0.0	1
P0A6Z6	P68646	39	8	149.842	149.842	0.0027777777777777	54710.677777777775	110.95	493.1111111111112	54710.67777777778	418	428	1.07662	4.0095	4257	4265	0.0	0.0	1	1	1	1	1	1	138.178168713195	36.371742112482856	0.0	0.0	1
P0A6Z6	P68688	3	10	141.776	141.776	0.0227272727272727	447632.8181818182	1109.5	403.45454545454544	447632.8181818182	418	424	1.07662	0.426485	4257	4260	0.0	0.0	1	1	1	1	1	1	130.68620311716296	331.4290420530616	0.0	0.0	1
P0A6Z6	P77585	3	3	168.91	168.91	0.0625	1230990.25	1109.5	1109.5	1230990.25	418	424	1.07662	0.523306	4257	4260	0.0	0.0	1	1	1	1	1	1	155.8891530902268	321.7748200861446	0.0	0.0	1
P0A6Z6	P77650	3	0	171.766	171.766	0.25	4923961.0	1109.5	4438.0	4923961.0	418	420	1.07662	0.714396	4257	4258	0.0	0.0	1	1	1	1	1	1	158.54189964890116	239.4352767932631	0.0	0.0	1
P0A700	P77213	0	0	175.446	175.446	1.0	19695844.0	4438.0	4438.0	19695844.0	430	412	0.126489	0.0493843	4264	4254	0.0	0.0	1	1	1	1	1	1	1386.0455138391478	3551.667548188392	0.0	0.0	1
P0A725	P14900	1	0	187.24400000000003	187.24400000000003	0.5	9847922.0	2219.0	4438.0	9847922.0	424	424	0.1486569999999999	0.6846180000000001	4260	4258	0.0	0.0	1	1	1	1	1	1	1258.570689573986	272.5014270732	0.0	0.0	1
P0A734	P32162	2	3	130.748	130.748	0.0833333333333333	1641320.333333333	1479.3333333333333	1109.5	1641320.3333333333	416	426	0.160839	0.3144349999999999	4256	4263	0.0	0.0	1	1	1	1	1	1	811.9122911731606	414.8188496827643	0.0	0.0	1
P0A744	P15067	3	0	193.764	193.764	0.25	4923961.0	1109.5	4438.0	4923961.0	436	413	0.0878914	0.422821	4266	4254	0.0	0.0	1	1	1	1	1	1	2203.5842937989387	457.2648449343813	0.0	0.0	1
P0A746	P63389	3	0	191.373	191.373	0.25	4923961.0	1109.5	4438.0	4923961.0	439	418	0.215134	0.624816	4267	4256	0.0	0.0	1	1	1	1	1	1	888.5525579406321	305.28697088422825	0.0	0.0	1
P0A749	P0ABW5	6	1	188.441	188.441	0.0714285714285714	1406846.0	634.0	2219.0	1406846.0	414	423	0.2164869999999999	2.31632	4255	4261	0.0	0.0	1	1	1	1	1	1	869.4494958126816	80.35361262692545	0.0	0.0	1
P0A776	P76344	4	0	181.568	181.568	0.2	3939168.8	887.6	4438.0	3939168.8	416	415	0.112172	1.11486	4256	4256	0.0	0.0	1	1	1	1	1	1	1617.6570623685054	161.8617046086504	0.0	0.0	1
P0A7C2	P09377	2	1	253.582	253.582	0.1666666666666666	3282640.666666666	1479.3333333333333	2219.0	3282640.6666666665	417	422	1.10848	1.15145	4257	4258	0.0	0.0	1	1	1	1	1	1	227.765516743649	219.22840765990705	0.0	0.0	1
P0A7C2	P0A7C2	0	0	258.68	258.68	1.0	19695844.0	4438.0	4438.0	19695844.0	417	417	1.10848	1.10848	4257	4257	0.0	0.0	1	1	1	1	1	1	232.36460739030028	232.36460739030028	0.0	0.0	1
P0A7C2	P0A9E0	7	4	199.058	199.058	0.025	492396.1	554.75	887.6	492396.1	417	420	1.10848	1.6242299999999998	4257	4259	0.0	0.0	1	1	1	1	1	1	178.57743937644344	121.55530312825154	0.0	0.0	1
P0A7C2	P76161	1	6	176.93	176.93	0.0714285714285714	1406846.0	2219.0	634.0	1406846.0	417	415	1.10848	0.0956592	4257	4256	0.0	0.0	1	1	1	1	1	1	158.61496824480372	1848.5868667101545	0.0	0.0	1
P0A7C2	P77396	5	2	213.926	213.926	0.0555555555555555	1094213.5555555555	739.6666666666666	1479.3333333333333	1094213.5555555555	417	421	1.10848	1.33631	4257	4259	0.0	0.0	1	1	1	1	1	1	191.99040127020788	159.08710553688888	0.0	0.0	1
P0A7E9	P77609	8	0	153.894	153.894	0.1111111111111111	2188427.1111111115	493.1111111111112	4438.0	2188427.1111111115	443	420	0.1141	1.39791	4270	4259	0.0	0.0	1	1	1	1	1	1	1347.7642418930764	109.08863231538513	0.0	0.0	1
P0A7G6	P06993	10	1	192.975	192.975	0.0454545454545454	895265.6363636364	403.45454545454544	2219.0	895265.6363636364	443	420	1.12092	2.52436	4267	4259	0.0	0.000491718	1	1	1	1	1	1	171.15769189594258	75.44511876277552	0.0	392449.5509255304	1
P0A7J0	P0A7J0	0	0	170.554	170.554	1.0	19695844.0	4438.0	4438.0	19695844.0	416	416	0.0586228	0.0586228	4256	4256	0.0	0.0	1	1	1	1	1	1	2908.3458517846293	2908.3458517846293	0.0	0.0	1
P0A809	P0A809	0	0	169.03400000000002	169.03400000000002	1.0	19695844.0	4438.0	4438.0	19695844.0	421	421	0.0723416	0.0723416	4260	4260	0.0	0.0	1	1	1	1	1	1	2335.608535061431	2335.608535061431	0.0	0.0	1
P0A832	P0A832	0	0	164.144	164.144	1.0	19695844.0	4438.0	4438.0	19695844.0	408	408	0.0310949999999999	0.0310949999999999	4253	4253	0.0	0.0	1	1	1	1	1	1	5277.7908023798045	5277.7908023798045	0.0	0.0	1
P0A8R9	P0AG11	2	4	167.391	167.391	0.0666666666666666	1313056.2666666666	1479.3333333333333	887.6	1313056.2666666666	417	428	0.66928	0.981602	4256	4262	0.0	0.0	1	1	1	1	1	1	249.1060841501315	169.52838115651758	0.0	0.0	1
P0A8F4	Q46896	10	0	180.923	180.923	0.0909090909090909	1790531.2727272727	403.45454545454544	4438.0	1790531.2727272727	423	419	0.379037	1.8459	4259	4259	0.0	0.0	1	1	1	1	1	1	476.3227943446154	97.01343518067068	0.0	0.0	1
P0A8F8	P0A8F8	0	0	241.061	241.061	1.0	19695844.0	4438.0	4438.0	19695844.0	424	424	2.7583	2.7583	4261	4261	0.000963073	0.000963073	1	1	1	1	1	1	86.39477214226153	86.39477214226153	250302.9748804088	250302.9748804088	1
P0A8F8	P0A8N0	1	14	179.584	179.584	0.0333333333333333	656528.1333333334	2219.0	295.8666666666667	656528.1333333333	424	421	2.7583	1.55167	4261	4259	0.000963073	0.0	1	1	1	1	1	1	64.10676866185695	114.73594900977656	186468.7691659926	0.0	1
P0A8F8	P0ACX9	0	18	142.92600000000002	142.92600000000002	0.0526315789473684	1036623.3684210528	4438.0	233.57894736842107	1036623.3684210528	424	420	2.7583	0.452543	4261	4257	0.000963073	0.0	1	1	1	1	1	1	50.81669869122286	314.82855109901163	148405.19558434305	0.0	1
P0A8F8	P0AEL8	1	11	188.919	188.919	0.0416666666666666	820660.1666666665	2219.0	369.8333333333333	820660.1666666666	424	432	2.7583	1.42143	4261	4266	0.000963073	0.0	1	1	1	1	1	1	67.49109959032738	131.90770562039637	196161.70002377804	0.0	1
P0A8F8	P0AFY8	0	13	180.793	180.793	0.0714285714285714	1406846.0	4438.0	317.0	1406846.0	424	435	2.7583	0.310586	4261	4264	0.000963073	0.0	1	1	1	1	1	1	64.54508211579596	581.1028636190941	187724.12571736512	0.0	1
P0A8F8	P23862	1	12	183.423	183.423	0.0384615384615384	757532.4615384615	2219.0	341.3846153846154	757532.4615384616	424	424	2.7583	2.0883700000000003	4261	4261	0.000963073	0.0	1	1	1	1	1	1	65.49856795852517	86.83070049847488	190454.9675123277	0.0	1
P0A8F8	P32677	0	4	196.76	196.76	0.2	3939168.8	4438.0	887.6	3939168.8	424	423	2.7583	1.11753	4261	4260	0.000963073	0.0	1	1	1	1	1	1	70.33379255338433	175.0668617397296	204303.34660716268	0.0	1
P0A8G0	P0A8G0	0	0	197.001	197.001	1.0	19695844.0	4438.0	4438.0	19695844.0	439	439	0.38328	0.38328	4267	4267	0.0	0.0	1	1	1	1	1	1	512.9871634314338	512.9871634314338	0.0	0.0	1
P0A8J8	P0A8J8	0	0	207.442	207.442	1.0	19695844.0	4438.0	4438.0	19695844.0	418	418	0.5531189999999999	0.5531189999999999	4257	4257	0.0	0.0	1	1	1	1	1	1	374.0404524162071	374.0404524162071	0.0	0.0	1
P0A8L1	P0A8L1	0	0	192.284	192.284	1.0	19695844.0	4438.0	4438.0	19695844.0	429	429	0.0971398	0.0971398	4262	4262	0.0	0.0	1	1	1	1	1	1	1978.4564123047403	1978.4564123047403	0.0	0.0	1
P0A8L7	P0A8L7	0	0	145.993	145.993	1.0	19695844.0	4438.0	4438.0	19695844.0	411	411	0.0855161	0.0855161	4254	4254	0.0	0.0	1	1	1	1	1	1	1706.1989952769125	1706.1989952769125	0.0	0.0	1
P0A8M3	P0A8M3	0	0	207.682	207.682	1.0	19695844.0	4438.0	4438.0	19695844.0	430	430	0.3659929999999999	0.3659929999999999	4261	4261	0.0	0.0	1	1	1	1	1	1	566.4480113007627	566.4480113007627	0.0	0.0	1
P0A8P1	P0A8P3	0	1	163.72899999999998	163.72899999999998	0.5	9847922.0	4438.0	2219.0	9847922.0	408	414	0.020406	0.130557	4253	4256	0.0	0.0	1	1	1	1	1	1	8022.571498578848	1253.080593150884	0.0	0.0	1
P0A8P1	P0AA37	1	0	184.281	184.281	0.5	9847922.0	2219.0	4438.0	9847922.0	408	420	0.020406	0.363885	4253	4257	0.0	0.0	1	1	1	1	1	1	9029.726256983238	505.4264808936889	0.0	0.0	1
P0A8P6	P0A9E0	9	2	189.655	189.655	0.0333333333333333	656528.1333333334	443.8	1479.3333333333333	656528.1333333333	421	420	0.513523	1.6242299999999998	4258	4259	0.0	0.0	1	1	1	1	1	1	368.3213351690188	115.76609839739446	0.0	0.0	1
P0A8P6	P0ACL5	1	0	240.299	240.299	0.5	9847922.0	2219.0	4438.0	9847922.0	421	434	0.513523	5.24396	4258	4268	0.0	0.0	1	1	1	1	1	1	466.94203959705806	44.82395746725758	0.0	0.0	1
P0A8P6	P17117	2	3	181.562	181.562	0.0833333333333333	1641320.333333333	1479.3333333333333	1109.5	1641320.3333333333	421	423	0.513523	0.5338350000000001	4258	4258	0.0	0.0	1	1	1	1	1	1	352.56157367829684	339.1088351269587	0.0	0.0	1
P0A8P6	P39409	6	1	199.342	199.342	0.0714285714285714	1406846.0	634.0	2219.0	1406846.0	421	419	0.513523	2.28375	4258	4259	0.0	0.0	1	1	1	1	1	1	387.1851445796976	86.28713738368911	0.0	0.0	1
P0A8P8	P0A8P8	0	0	241.586	241.586	1.0	19695844.0	4438.0	4438.0	19695844.0	422	422	0.43685	0.43685	4258	4258	0.0	0.0	1	1	1	1	1	1	552.0181984662927	552.0181984662927	0.0	0.0	1
P0A8F8	P0A698	0	0	241.061	241.061	1.0	19695844.0	4438.0	4438.0	19695844.0	424	457	2.7583	0.6263920000000001	4261	4271	0.000963073	0.0	1	1	1	1	1	1	86.39477214226153	383.8404832756484	250302.9748804088	0.0	1
P0A8F4	P39177	0	2	165.187	165.187	0.3333333333333333	6565281.333333332	4438.0	1479.3333333333333	6565281.333333333	423	426	0.379037	0.0841576	4259	4262	0.0	0.0	1	1	1	1	1	1	434.8070584138224	1961.829263191916	0.0	0.0	1
P0A853	P0A853	0	0	197.549	197.549	1.0	19695844.0	4438.0	4438.0	19695844.0	424	424	0.331016	0.331016	4259	4259	0.0	0.0	1	1	1	1	1	1	595.7959252724944	595.7959252724944	0.0	0.0	1
P0A8F4	P0A8F4	0	0	180.923	180.923	1.0	19695844.0	4438.0	4438.0	19695844.0	423	423	0.379037	0.379037	4259	4259	0.0	0.0	1	1	1	1	1	1	476.3227943446154	476.3227943446154	0.0	0.0	1
P0A853	P0AEW6	0	1	195.19	195.19	0.5	9847922.0	4438.0	2219.0	9847922.0	424	427	0.331016	0.427318	4259	4260	0.0	0.0	1	1	1	1	1	1	588.6693815404693	455.7792604102799	0.0	0.0	1
P0A853	Q46948	24	2	183.357	183.357	0.0133333333333333	262611.2533333333	177.51999999999998	1479.3333333333333	262611.2533333333	424	436	0.331016	6.44851	4259	4271	0.0	0.0	1	1	1	1	1	1	552.9218648041183	27.43401033727171	0.0	0.0	1
P0A855	P02930	0	5	198.775	198.775	0.1666666666666666	3282640.666666666	4438.0	739.6666666666666	3282640.6666666665	419	441	1.16188	0.268351	4257	4267	0.0	0.0	1	1	1	1	1	1	170.08049023995594	739.7276291126175	0.0	0.0	1
P0A873	P0A873	0	0	181.988	181.988	1.0	19695844.0	4438.0	4438.0	19695844.0	426	426	0.0531745999999999	0.0531745999999999	4262	4262	0.0	0.0	1	1	1	1	1	1	3421.461099848424	3421.461099848424	0.0	0.0	1
P0A879	P76506	1	0	189.002	189.002	0.5	9847922.0	2219.0	4438.0	9847922.0	422	419	0.0692861	0.503922	4259	4257	0.0	0.0	1	1	1	1	1	1	2726.8487315637617	374.06201356559154	0.0	0.0	1
P0A887	P0AG11	4	1	166.293	166.293	0.1	1969584.4	887.6	2219.0	1969584.4	421	428	0.153319	0.981602	4259	4262	0.0	0.0	1	1	1	1	1	1	1083.6209536978456	168.4098015285217	0.0	0.0	1
P0A890	P0A6B7	2	0	157.018	157.018	0.3333333333333333	6565281.333333332	1479.3333333333333	4438.0	6565281.333333333	437	420	0.1136089999999999	0.3287239999999999	4268	4257	0.0	0.0	1	1	1	1	1	1	1381.0912075627814	476.6590696146312	0.0	0.0	1
P0A8A4	P0A8A4	0	0	182.042	182.042	1.0	19695844.0	4438.0	4438.0	19695844.0	421	421	0.353413	0.353413	4258	4258	0.0	0.0	1	1	1	1	1	1	514.0970677366141	514.0970677366141	0.0	0.0	1
P0A8A8	Q46802	2	2	177.43200000000002	177.43200000000002	0.1111111111111111	2188427.1111111115	1479.3333333333333	1479.3333333333333	2188427.111111111	426	422	1.11327	0.937723	4261	4259	0.0	0.0	1	1	1	1	1	1	158.37912635748742	188.21579187030716	0.0	0.0	1
P0A8C4	P07000	2	0	184.723	184.723	0.3333333333333333	6565281.333333332	1479.3333333333333	4438.0	6565281.333333333	423	415	0.643559	0.953816	4259	4255	0.0	0.0	1	1	1	1	1	1	286.0335120789236	192.6673320640459	0.0	0.0	1
P0A8C4	P0ACL5	33	2	178.31	178.31	0.0098039215686274	193096.5098039216	130.52941176470588	1479.3333333333333	193096.5098039216	423	434	0.643559	5.24396	4259	4268	0.0	0.0	1	1	1	1	1	1	276.0686137556929	33.00292908412727	0.0	0.0	1
P0A8C4	P0AFW2	0	5	132.024	132.024	0.1666666666666666	3282640.666666666	4438.0	739.6666666666666	3282640.6666666665	423	424	0.643559	0.1053289999999999	4259	4261	0.0	0.0	1	1	1	1	1	1	204.1466920670832	1252.443970796267	0.0	0.0	1
P0A8D0	P07109	1	1	171.19	171.19	0.25	4923961.0	2219.0	2219.0	4923961.0	424	446	0.537538	1.43977	4260	4274	0.0	0.0	1	1	1	1	1	1	317.47050813151816	117.90093556609736	0.0	0.0	1
P0A8D0	P0A8D0	0	0	177.264	177.264	1.0	19695844.0	4438.0	4438.0	19695844.0	424	424	0.537538	0.537538	4260	4260	0.0	0.0	1	1	1	1	1	1	328.7701743876712	328.7701743876712	0.0	0.0	1
P0A8D0	P37052	0	2	167.55599999999998	167.55599999999998	0.3333333333333333	6565281.333333332	4438.0	1479.3333333333333	6565281.333333333	424	422	0.537538	0.0772841	4260	4259	0.0	0.0	1	1	1	1	1	1	310.7100558472145	2167.052678364631	0.0	0.0	1
P0A8D0	P69902	2	0	177.264	177.264	0.3333333333333333	6565281.333333332	1479.3333333333333	4438.0	6565281.333333333	424	428	0.537538	0.526924	4260	4262	0.0	0.0	1	1	1	1	1	1	328.7701743876712	335.41284132057	0.0	0.0	1
P0A8D3	P39409	15	0	185.231	185.231	0.0625	1230990.25	277.375	4438.0	1230990.25	416	419	0.345618	2.28375	4256	4259	0.0	0.0	1	1	1	1	1	1	534.9414150883346	80.10826491516147	0.0	0.0	1
P0A8E5	P0A7Y8	1	1	151.97299999999998	151.97299999999998	0.25	4923961.0	2219.0	2219.0	4923961.0	419	432	0.0734076	0.16226	4258	4264	0.0	0.0	1	1	1	1	1	1	2069.262479634261	935.6017502773326	0.0	0.0	1
P0A8F0	P0A8F0	0	0	169.783	169.783	1.0	19695844.0	4438.0	4438.0	19695844.0	433	433	0.0926172	0.0926172	4265	4265	0.0	0.0	1	1	1	1	1	1	1832.169216948904	1832.169216948904	0.0	0.0	1
P0A6Z6	P39405	10	2	169.958	169.958	0.0303030303030303	596843.7575757576	403.45454545454544	1479.3333333333333	596843.7575757576	418	419	1.07662	1.26193	4257	4257	0.0	0.0	1	1	1	1	1	1	156.86256989467034	133.68100449311768	0.0	0.0	1
P0A6Z6	P0AFT8	11	9	147.571	147.571	0.0083333333333333	164132.03333333333	369.8333333333333	443.8	164132.03333333333	418	418	1.07662	1.55759	4257	4258	0.0	0.0	1	1	1	1	1	1	136.06878935929112	93.74316090883993	0.0	0.0	1
P0A6Z6	P0AE58	3	7	156.593	156.593	0.03125	615495.125	1109.5	554.75	615495.125	418	419	1.07662	0.383926	4257	4257	0.0	0.0	1	1	1	1	1	1	144.44871913952926	406.87287133458	0.0	0.0	1
P06616	P0ACU2	2	4	179.956	179.956	0.0666666666666666	1313056.2666666666	1479.3333333333333	887.6	1313056.2666666666	419	421	0.933635	0.58017	4257	4258	0.0	0.0	1	1	1	1	1	1	191.74770118943692	309.1780512608373	0.0	0.0	1
P06722	P23367	1	0	186.233	186.233	0.5	9847922.0	2219.0	4438.0	9847922.0	449	432	0.291097	0.401905	4271	4262	0.0	0.0	1	1	1	1	1	1	638.7626907869198	462.37567335564376	0.0	0.0	1
P06864	P25437	0	2	202.316	202.316	0.3333333333333333	6565281.333333332	4438.0	1479.3333333333333	6565281.333333333	421	429	0.738935	0.822042	4257	4261	0.0	0.0	1	1	1	1	1	1	272.7940414244825	245.11394551616576	0.0	0.0	1
P06864	P32053	0	0	202.846	202.846	1.0	19695844.0	4438.0	4438.0	19695844.0	421	446	0.738935	0.4022679999999999	4257	4267	0.0	0.0	1	1	1	1	1	1	273.51128989694627	503.2558692215141	0.0	0.0	1
P06974	P06974	0	0	187.741	187.741	1.0	19695844.0	4438.0	4438.0	19695844.0	419	419	0.6237020000000001	0.6237020000000001	4256	4256	0.0	0.0	1	1	1	1	1	1	300.01073910296896	300.01073910296896	0.0	0.0	1
P06987	P05637	2	1	193.02	193.02	0.1666666666666666	3282640.666666666	1479.3333333333333	2219.0	3282640.6666666665	424	415	0.362306	0.2639	4259	4256	0.0	0.0	1	1	1	1	1	1	531.7540808046238	730.4134141720348	0.0	0.0	1
P06987	P06987	0	0	195.778	195.778	1.0	19695844.0	4438.0	4438.0	19695844.0	424	424	0.362306	0.362306	4259	4259	0.0	0.0	1	1	1	1	1	1	539.3664305863	539.3664305863	0.0	0.0	1
P06987	P0ACA7	0	2	187.039	187.039	0.3333333333333333	6565281.333333332	4438.0	1479.3333333333333	6565281.333333333	424	424	0.362306	0.137447	4259	4260	0.0	0.0	1	1	1	1	1	1	515.2459357559633	1359.8081660567343	0.0	0.0	1
P06993	P06993	0	0	209.442	209.442	1.0	19695844.0	4438.0	4438.0	19695844.0	420	420	2.52436	2.52436	4259	4259	0.000491718	0.000491718	1	1	1	1	1	1	81.96835633586336	81.96835633586336	425938.25786731415	425938.25786731415	1
P06993	P77467	0	13	190.959	190.959	0.0714285714285714	1406846.0	4438.0	317.0	1406846.0	420	425	2.52436	1.24435	4259	4260	0.000491718	0.0	1	1	1	1	1	1	74.64650049913642	152.46084301040705	388349.64000097616	0.0	1
P07000	P0AAU7	0	10	160.707	160.707	0.0909090909090909	1790531.2727272727	4438.0	403.45454545454544	1790531.2727272727	415	424	0.953816	0.220086	4255	4260	0.0	0.0	1	1	1	1	1	1	167.48847157103677	729.2009214579755	0.0	0.0	1
P07000	P0ADN2	0	8	175.334	175.334	0.1111111111111111	2188427.1111111115	4438.0	493.1111111111112	2188427.1111111115	415	421	0.953816	0.4002449999999999	4255	4258	0.0	0.0	1	1	1	1	1	1	182.8237144271013	437.0666841559545	0.0	0.0	1
P07001	P07001	0	0	191.231	191.231	1.0	19695844.0	4438.0	4438.0	19695844.0	437	437	0.408013	0.408013	4264	4264	0.0	0.0	1	1	1	1	1	1	467.6884976704173	467.6884976704173	0.0	0.0	1
