Protein_A	Protein_B	Rank_A_in_B	Rank_B_in_A	Score_A_in_B	Score_B_in_A	NaRRO	ARRO	NoRRO_A	NoRRO_B	NoRRO	Rank_LocalCutoff_A_elbow	Rank_LocalCutoff_B_elbow	Score_LocalCutoff_A_elbow	Score_LocalCutoff_B_elbow	Rank_LocalCutoff_A_knee	Rank_LocalCutoff_B_knee	Score_LocalCutoff_A_knee	Score_LocalCutoff_B_knee	Rank_AB_AboveLocal_A_elbow	Rank_BA_AboveLocal_B_elbow	Rank_AB_AboveLocal_A_knee	Rank_BA_AboveLocal_B_knee	Above_Global_Mean	Above_Global_Median	FD_A_elbow	FD_B_elbow	FD_A_knee	FD_B_knee	label
P0A7M9	P0AEJ8	166	335	0.9060587	0.9060587	1.7821499857428003e-05	351.00948103792416	26.5748502994012	13.208333333333334	351.00948103792416	2877	2347	0.65170485	0.57761085	4263	3625	0.11519002	0.22671637	1	1	1	1	1	1	0.3902899449037397	0.5686317180503101	6.865774309267417	2.996441456785851	1
P0A7M9	P12996	198	28	0.9690176	0.9690176	0.0001732801940738	3412.899670767631	22.301507537688444	153.0344827586207	3412.8996707676315	2877	161	0.65170485	0.9720139	4263	3856	0.11519002	0.7716728	1	0	1	1	1	1	0.4868964071695951	-0.0030825690867179	7.412339888472976	0.2557363690932217	1
P0A7N4	P0A7W7	237	6	0.960098	0.960098	0.0006002400960384	11822.235294117649	18.647058823529413	634.0	11822.235294117649	600	91	0.27553713	0.9796897	4275	2755	0.10503524	0.65431285	1	0	1	1	1	1	2.4844596080390327	-0.0199978625885317	8.140722675551558	0.4673378338817587	1
P0A7Q1	P63228	473	52	0.84493387	0.84493387	3.980574795000398e-05	784.0078019265982	9.362869198312236	83.73584905660378	784.0078019265983	643	1007	0.31121188	0.7475196	4353	1331	0.041054342	0.6784435000000001	1	1	1	1	1	1	1.714979486001627	0.1303166766463381	19.580864991089125	0.2454004939246965	1
P0A7S3	Q46948	1131	9	0.83330315	0.83330315	8.833922261484099e-05	1739.9155477031802	3.920494699646643	443.8	1739.9155477031802	543	793	0.22498785	0.89837086	4261	2114	0.0634814	0.5553977	1	0	1	1	1	1	2.703769559111748	-0.0724285625203827	12.12672924667698	0.5003719856960157	1
P0A7U3	P0A7W7	1146	19	0.86768425	0.86768425	4.359197907585005e-05	858.5808195292065	3.8692240627724495	221.9	858.5808195292066	756	91	0.2638579	0.9796897	4375	2755	0.04666283	0.65431285	1	0	1	1	1	1	2.28845279978352	-0.1143274753220329	17.594762683703497	0.3260999688451788	1
P0A7V8	P0A7W7	395	6	0.94364643	0.94364643	0.0003607503607503	7105.282828282829	11.207070707070706	634.0	7105.282828282828	927	91	0.4639195	0.9796897	4130	2755	0.11250871	0.65431285	1	0	1	1	1	1	1.0340736485532511	-0.0367904960111348	7.387318901798804	0.4421945557083284	1
P0A7W7	P0A7W7	0	0	0.99976987	0.99976987	1.0	19695844.0	4438.0	4438.0	19695844.0	91	91	0.9796897	0.9796897	2755	2755	0.65431285	0.65431285	1	1	1	1	1	1	0.0204964592360214	0.0204964592360214	0.5279691817148326	0.5279691817148326	1
P0A7X6	P22731	2588	2303	0.15020074	0.15020074	1.6764301961289219e-07	3.301870761984464	1.7141753572808032	1.926215277777778	3.301870761984464	496	1005	0.24206375	0.29873535	4221	4423	0.09590174	0.03223762	0	0	1	1	0	0	-0.3794992434844126	-0.4972113611596351	0.5661941065928522	3.659175832459096	1
P0A7X6	P77174	2133	7	0.86850154	0.86850154	5.857544517338332e-05	1153.6928303655109	2.0796626054358014	554.75	1153.6928303655109	496	168	0.24206375	0.9799998	4221	3810	0.09590174	0.77237666	1	0	1	1	1	1	2.587904178134892	-0.1137737579130117	8.05616039917524	0.124453372270467	1
P0A7Y0	P10908	2607	4375	0.08921998	0.08921998	8.76223909556869e-08	1.7257969431702205	1.7016871165644174	1.0141681901279709	1.7257969431702207	880	669	0.288038	0.27868316	4437	4357	0.0496361959999999	0.01745397	0	0	1	1	0	0	-0.6902492726654123	-0.6798515561543079	0.7974781951461393	4.111729881511198	1
P0A746	P63389	1134	281	0.5967573	0.5967573	3.124316555753429e-06	61.53605148873683	3.910132158590309	15.737588652482268	61.53605148873683	662	581	0.4424742	0.69021416	4246	4111	0.101772465	0.24981949	1	0	1	1	1	1	0.3486827028558953	-0.1354026987797526	4.863641997862585	1.388753975920774	1
P0A6Z6	P39405	43	3	0.9955344	0.9955344	0.0056818181818181	111908.20454545454	100.86363636363636	1109.5	111908.20454545454	439	382	0.8796913000000001	0.97753817	3796	3242	0.4304856999999999	0.2508863	1	1	1	1	1	1	0.131686081242363	0.0184097465984372	1.3125841346181768	2.968069998242232	1
P0A6G7	P0A6G7	0	0	0.9979023	0.9979023	1.0	19695844.0	4438.0	4438.0	19695844.0	860	860	0.789054	0.789054	2309	2309	0.43489358	0.43489358	1	1	1	1	1	1	0.2646818848900076	0.2646818848900076	1.2945896327096853	1.2945896327096853	1
P0A6Z6	P0AFT8	2996	1239	0.74673545	0.74673545	2.6908629059166694e-07	5.29988160203214	1.480814147480814	3.579032258064516	5.299881602032139	439	2744	0.8796913000000001	0.7970199	3796	4214	0.4304856999999999	0.15429656	0	0	1	1	1	1	-0.1511392121304372	-0.06309058280728	0.734634739318867	3.839611783956817	1
P0A6I0	P07000	27	46	0.97458726	0.97458726	0.0007598784194528	14966.44680851064	158.5	94.4255319148936	14966.446808510638	793	324	0.8426062	0.89664704	2106	3724	0.13845722	0.47552574	1	1	1	1	1	1	0.1566343328591695	0.0869240810743099	6.03890530230204	1.0494942292713745	1
P0A6L2	P0A6L2	0	0	0.96840155	0.96840155	1.0	19695844.0	4438.0	4438.0	19695844.0	1774	1774	0.31873554	0.31873554	4437	4437	0.007992031	0.007992031	1	1	1	1	1	1	2.038260339590621	2.038260339590621	120.17089510788936	120.17089510788936	1
P0A6P5	P0AFI5	2871	77	0.65064496	0.65064496	4.463966859510035e-06	87.92159488607956	1.5452646239554315	56.8974358974359	87.92159488607956	634	266	0.29246116	0.92337835	4305	2791	0.05476763	0.6613548	1	0	1	0	1	1	1.2247226264164446	-0.2953647223805929	10.880100709123257	-0.016193788870966	1
P0A6S7	P0A6S7	0	0	0.9977215	0.9977215	1.0	19695844.0	4438.0	4438.0	19695844.0	177	177	0.9400767	0.9400767	3089	3089	0.6834380999999999	0.6834380999999999	1	1	1	1	1	1	0.0613192519291245	0.0613192519291245	0.4598564229884171	0.4598564229884171	1
P0A6T1	P0A6T1	0	0	0.9416094	0.9416094	1.0	19695844.0	4438.0	4438.0	19695844.0	1054	1054	0.37196708	0.37196708	4437	4437	0.011544674	0.011544674	1	1	1	1	1	1	1.5314320826455934	1.5314320826455934	80.5622338058225	80.5622338058225	1
P0A6T3	P09153	372	49	0.9175207	0.9175207	5.361930294906166e-05	1056.0774262734585	11.898123324396783	88.75999999999999	1056.0774262734585	996	223	0.3571054999999999	0.9458073	4437	2594	0.009435416	0.63123024	1	0	1	1	1	1	1.569326711574031	-0.0299073606219786	96.24220956447496	0.4535436388472136	1
P0A6T3	P0A805	3475	111	0.8481958	0.8481958	2.568633897747822e-06	50.591412543153055	1.2767548906789414	39.625	50.591412543153055	996	202	0.3571054999999999	0.9481077	4437	3933	0.009435416	0.82289517	1	0	1	1	1	1	1.375196685573311	-0.1053803275724897	88.89490235512669	0.0307458725271167	1
P0A6T3	P68646	1543	28	0.9472861	0.9472861	2.2333392889047703e-05	439.8750223333929	2.8743523316062176	153.0344827586207	439.8750223333929	996	0	0.3571054999999999	0.998971	4437	2832	0.009435416	0.8044443	1	0	1	1	1	1	1.6526785501763483	-0.0517381385445623	99.39685584610152	0.1775658053640257	1
P0A6T5	P0A6T5	0	0	0.9897731	0.9897731	1.0	19695844.0	4438.0	4438.0	19695844.0	1031	1031	0.3759525	0.3759525	4437	4437	0.0111111635	0.0111111635	1	1	1	1	1	1	1.6327078553806662	1.6327078553806662	88.07915899176534	88.07915899176534	1
P0A6T9	P33195	1849	983	0.23860905	0.23860905	5.493298176225005e-07	10.819514392441222	2.398918918918919	4.510162601626016	10.81951439244122	866	996	0.2547686	0.36741844	4437	4437	0.008574586	0.022341436	0	0	1	1	0	1	-0.063428342425244	-0.3505795463069301	26.82747178697607	9.68011250485421	1
P0A6Y8	P08622	583	983	0.35393703	0.35393703	1.740171511304154e-06	34.27414661989086	7.599315068493151	4.510162601626016	34.27414661989086	703	799	0.40589678	0.30056763	4272	4421	0.07372772	0.03392849	0	1	1	1	1	1	-0.1280122251770512	0.1775620348738153	3.800596437811993	9.431853289079474	1
P0A6Y8	P0A6Y8	0	0	0.9593419	0.9593419	1.0	19695844.0	4438.0	4438.0	19695844.0	703	703	0.40589678	0.40589678	4272	4272	0.07372772	0.07372772	1	1	1	1	1	1	1.3635119746453763	1.3635119746453763	12.011956696884155	12.011956696884155	1
P0A6Y8	P0A6Z3	2185	1967	0.2681135	0.2681135	2.324474296893015e-07	4.57824831336145	2.030192131747484	2.255081300813008	4.57824831336145	703	1267	0.40589678	0.40696767	4272	4318	0.07372772	0.06558214	0	0	1	1	1	1	-0.3394539863065679	-0.3411921394149073	2.636535891792124	3.0882090764345294	1
P0A6Y8	P36659	666	3363	0.16849297	0.16849297	4.456749033331135e-07	8.777943370764083	6.653673163418291	1.3192627824019023	8.777943370764083	703	547	0.40589678	0.18764682	4272	4311	0.07372772	0.021974986	0	0	1	1	0	0	-0.5848871479098702	-0.102073938689715	1.285340846021008	6.667489298969291	1
P0A6Y8	Q46948	3743	692	0.40831646	0.40831646	3.8541705208371874e-07	7.591114132780799	1.185363247863248	6.404040404040404	7.5911141327808	703	793	0.40589678	0.89837086	4272	2114	0.07372772	0.5553977	1	0	1	0	1	1	0.005961318540147	-0.5454923148330969	4.538167462658549	-0.2648214783748654	1
P0A6Z3	P0A6Z3	0	0	0.9979924	0.9979924	1.0	19695844.0	4438.0	4438.0	19695844.0	1267	1267	0.40696767	0.40696767	4318	4318	0.06558214	0.06558214	1	1	1	1	1	1	1.4522645742350986	1.4522645742350986	14.217441821813075	14.217441821813075	1
P0A6Z3	P75862	81	20	0.9623408	0.9623408	0.0005807200929152	11437.772357723576	54.1219512195122	211.33333333333331	11437.772357723576	1267	268	0.40696767	0.9235161	4318	2939	0.06558214	0.6510063	1	1	1	1	1	1	1.3646615467022236	0.0420400900428267	13.673824306434652	0.4782357712974514	1
P0A6Z6	P09147	52	477	0.8723351	0.8723351	3.947264545669851e-05	777.4470671824427	83.73584905660378	9.284518828451882	777.4470671824425	439	1302	0.8796913000000001	0.34414738	3796	4437	0.4304856999999999	0.015081977	0	1	1	1	1	1	-0.0083622516216768	1.5347718759329216	1.0263973925266276	56.83957235845141	1
P0A6Z6	P0AE58	165	946	0.7914095999999999	0.7914095999999999	6.361242223381382e-06	125.29003447793283	26.734939759036145	4.686378035902851	125.29003447793283	439	1101	0.8796913000000001	0.318019	3796	4437	0.4304856999999999	0.0065770363	0	1	1	1	1	1	-0.1003553178256965	1.4885607463704995	0.8384108926266308	119.32921271850056	1
P0A7Y8	P63386	2647	557	0.23962447	0.23962447	6.767804740711865e-07	13.329762639552133	1.6759818731117824	7.953405017921147	13.329762639552133	585	777	0.2338178	0.7752161	4311	2394	0.04492631	0.28475878	1	0	1	0	0	1	0.0248341657478601	-0.6908933263898931	4.333722489116067	-0.1585001523043468	1
P0A805	P07649	22	3176	0.8584273000000001	0.8584273000000001	1.3685319757496131e-05	269.5439230337617	192.95652173913044	1.3969153289266605	269.54392303376164	202	683	0.9481077	0.26934376	3933	4374	0.82289517	0.022343908	0	1	1	1	1	1	-0.0945888320493545	2.1871066922062723	0.0431794125125319	37.41885224375253	1
P0A805	P09147	16	447	0.92928994	0.92928994	0.0001313025210084	2586.113970588236	261.05882352941177	9.90625	2586.113970588235	202	1302	0.9481077	0.34414738	3933	4437	0.82289517	0.015081977	0	1	1	1	1	1	-0.0198477029561092	1.700267368009601	0.1292932245549575	60.61592342966708	1
P0A805	P0A763	20	3814	0.8330066999999999	0.8330066999999999	1.2482057043000686e-05	245.84464831804283	211.33333333333331	1.163302752293578	245.84464831804283	202	533	0.9481077	0.25164214	3933	4297	0.82289517	0.026141666	0	1	1	1	1	1	-0.1214007649131	2.310283007448593	0.0122877498478935	30.865096126620237	1
P0A8A4	P0A8A4	0	0	0.9672163	0.9672163	1.0	19695844.0	4438.0	4438.0	19695844.0	593	593	0.2015091	0.2015091	4307	4307	0.04721652	0.04721652	1	1	1	1	1	1	3.799864125242979	3.799864125242979	19.484701117320803	19.484701117320803	1
P0A8B2	P00960	2151	4356	0.12808622	0.12808622	1.0665228709430537e-07	2.100606808852652	2.062267657992565	1.0185907734679829	2.100606808852652	655	593	0.792161	0.22461101	4087	4327	0.19273393	0.069347814	0	0	0	1	0	0	-0.8383078439862603	-0.4297420237770178	-0.3354246447421063	0.847011644808299	1
P0A8C4	P0AGK4	2813	2861	0.10511003	0.10511003	1.241670255093704e-07	2.44557436437658	1.5771144278606963	1.5506638714185883	2.4455743643765797	39	611	0.8878164000000001	0.2249688	1198	4315	0.23089196	0.056207072	0	0	0	1	0	0	-0.8816083708298248	-0.5327795232049956	-0.5447653092814493	0.8700499111570869	1
P0A8D0	P0A8D0	0	0	0.9921558	0.9921558	1.0	19695844.0	4438.0	4438.0	19695844.0	421	421	0.85800266	0.85800266	2998	2998	0.49351576	0.49351576	1	1	1	1	1	1	0.1563551562882102	0.1563551562882102	1.010383214509705	1.010383214509705	1
P0A8D0	P69902	366	786	0.78725165	0.78725165	3.46225621388434e-06	68.1920582766966	12.092643051771118	5.639135959339264	68.1920582766966	421	1055	0.85800266	0.6318029000000001	2998	2809	0.49351576	0.25968352	0	1	1	1	1	1	-0.0824601289697634	0.2460399437862661	0.5951904960441383	2.031581095327112	1
P0A8F0	P0A8F0	0	0	0.99412495	0.99412495	1.0	19695844.0	4438.0	4438.0	19695844.0	2074	2074	0.31805795	0.31805795	4294	4294	0.07358686	0.07358686	1	1	1	1	1	1	2.1256094997782635	2.1256094997782635	12.50954436702422	12.50954436702422	1
P0A8F4	P0A8F4	0	0	0.999647	0.999647	1.0	19695844.0	4438.0	4438.0	19695844.0	648	648	0.8373665000000001	0.8373665000000001	1951	1951	0.26448435	0.26448435	1	1	1	1	1	1	0.1937986532778655	0.1937986532778655	2.779607375634891	2.779607375634891	1
P0A8F4	P39177	2168	4018	0.1178854	0.1178854	1.1471558965361743e-07	2.259420358185663	2.046104195481789	1.1042547897486936	2.259420358185663	648	653	0.8373665000000001	0.24477565	1951	4351	0.26448435	0.027153006	0	0	0	1	0	0	-0.8592188725008703	-0.5183940886276883	-0.5542821342737292	3.3415229974905905	1
P0A8F4	Q46896	3758	1209	0.6395081	0.6395081	2.1985801569346522e-07	4.330289179248042	1.180633147113594	3.6677685950413226	4.330289179248042	648	321	0.8373665000000001	0.8895514999999999	1951	3535	0.26448435	0.69528	0	0	1	0	1	1	-0.2362865005944232	-0.2810892905020113	1.4179430654403562	-0.0802150212863882	1
P0A8F8	P0A698	8	1796	0.92194265	0.92194265	6.183144747418538e-05	1217.8225437457493	493.1111111111112	2.469671675013912	1217.822543745749	0	674	0.9999416	0.32431245	3371	4304	0.8107898	0.043396115	0	1	1	1	1	1	-0.0780035054047155	1.8427605847385755	0.1370920675124427	20.244819956809497	1
P0A8F8	P0A8F8	0	0	0.9999416	0.9999416	1.0	19695844.0	4438.0	4438.0	19695844.0	0	0	0.9999416	0.9999416	3371	3371	0.8107898	0.8107898	0	0	1	1	1	1	0.0	0.0	0.2332932654061507	0.2332932654061507	1
P0A8F8	P0A8N0	748	2359	0.8888191999999999	0.8888191999999999	5.657260528161843e-07	11.142452083003326	5.925233644859813	1.8805084745762712	11.142452083003327	0	133	0.9999416	0.9603117	3371	3601	0.8107898	0.5271617	0	0	1	1	1	1	-0.1111288899271717	-0.0744471820972295	0.0962387538669084	0.6860466152984938	1
P0A8F8	P0ACX9	62	2497	0.8803181999999999	0.8803181999999999	6.354289781031174e-06	125.15310025798416	70.44444444444444	1.7766212970376305	125.15310025798418	0	1246	0.9999416	0.32276455	3371	4437	0.8107898	0.011167284	0	1	1	1	1	1	-0.1196303864145665	1.7274314976660232	0.0857539155031303	77.83010766091378	1
P0A8F8	P0AEL8	2226	3844	0.70480233	0.70480233	1.1678402487966869e-07	2.300159935722073	1.9928154467894028	1.154226267880364	2.300159935722073	0	1874	0.9999416	0.78328633	3371	3426	0.8107898	0.1314463	0	0	0	1	1	1	-0.2951565071400168	-0.100198352753073	-0.1307212670904345	4.36190314980338	1
P0A8F8	P23862	22	1233	0.949704	0.949704	3.523359875977732e-05	693.9554647311676	192.95652173913044	3.59643435980551	693.9554647311676	0	1658	0.9999416	0.31061846	3371	4313	0.8107898	0.11303395	0	1	1	1	1	1	-0.0502405340471881	2.057461555890787	0.1713319531153452	7.401935878556842	1
P0A8F8	P32677	24	638	0.9728485999999998	0.9728485999999998	6.259780907668232e-05	1232.9166823161188	177.51999999999998	6.945226917057903	1232.9166823161188	0	954	0.9999416	0.48175338	3371	4437	0.8107898	0.0103854669999999	0	1	1	1	1	1	-0.0270945823236077	1.0193913325527677	0.1998776994974527	92.67403507227937	1
P0A8G0	P0A8G0	0	0	0.9946865	0.9946865	1.0	19695844.0	4438.0	4438.0	19695844.0	623	623	0.32094014	0.32094014	4373	4373	0.019698413	0.019698413	1	1	1	1	1	1	2.0992897927943823	2.0992897927943823	49.495768364690086	49.495768364690086	1
P0A8H6	P0C018	1348	1564	0.21585067	0.21585067	4.736676321591902e-07	9.329283790856795	3.2898443291326918	2.835782747603833	9.329283790856794	467	790	0.24826936	0.28327557	4146	4353	0.06337332	0.07760146	0	0	1	1	0	1	-0.1305786988777028	-0.2380187603187948	2.406018021463922	1.7815284660881383	1
P0A8J8	P0A8J8	0	0	0.98028874	0.98028874	1.0	19695844.0	4438.0	4438.0	19695844.0	1084	1084	0.33826172	0.33826172	4437	4437	0.011663483	0.011663483	1	1	1	1	1	1	1.8980185520253368	1.8980185520253368	83.04768455529107	83.04768455529107	1
P0A8A0	P07000	76	132	0.95443994	0.95443994	9.764671418806757e-05	1923.2344497607653	57.63636363636364	33.368421052631575	1923.2344497607653	1912	324	0.7066932	0.89664704	3502	3724	0.24939007	0.47552574	1	1	1	1	1	1	0.3505718464533123	0.0644544591370089	2.827096804616158	1.007125713110714	1
P0A890	P0A6B7	1494	730	0.34799555	0.34799555	9.150428468813052e-07	18.022541165490072	2.968561872909699	6.071135430916552	18.022541165490072	984	609	0.28007466	0.4646491	4437	4271	0.008805868	0.08674517	1	0	1	1	1	1	0.2425099435986105	-0.2510573032423822	38.51859714454044	3.011699441017869	1
P0A887	P32662	431	2817	0.24693736	0.24693736	8.214388980890046e-07	16.178932392292932	10.273148148148149	1.574875798438609	16.178932392292932	961	558	0.49535418	0.22065756	4437	4284	0.010567531	0.04197732	0	1	1	1	0	1	-0.5014933355362016	0.1190976642721871	22.367554824300964	4.882637576672356	1
P0A832	P0A832	0	0	0.94017667	0.94017667	1.0	19695844.0	4438.0	4438.0	19695844.0	557	557	0.25520253	0.25520253	4302	4302	0.0301721129999999	0.0301721129999999	1	1	1	1	1	1	2.6840413376779613	2.6840413376779613	30.160451705851692	30.160451705851692	1
P0A805	P0A7J7	51	3207	0.8575226	0.8575226	5.994628812583925e-06	118.06927393055824	85.34615384615385	1.3834164588528677	118.0692739305582	202	608	0.9481077	0.43688157	3933	4257	0.82289517	0.07223742	0	1	1	1	1	1	-0.095543048537629	0.9628262185562098	0.0420800015146522	10.870891845251396	1
P0A805	P0A805	0	0	0.9937298	0.9937298	1.0	19695844.0	4438.0	4438.0	19695844.0	202	202	0.9481077	0.9481077	3933	3933	0.82289517	0.82289517	1	1	1	1	1	1	0.0481191113625595	0.0481191113625595	0.207601935493193	0.207601935493193	1
P0A805	P0ABB0	91	80	0.9630687	0.9630687	0.0001341921631776	2643.0279119699408	48.23913043478261	54.79012345679012	2643.0279119699408	202	1686	0.9481077	0.7286081	3933	3061	0.82289517	0.3790313	1	1	1	1	1	1	0.0157798528584886	0.3217924697790211	0.1703419039389914	1.540868524578313	1
P0A805	P0C0L2	621	3336	0.8535370000000001	0.8535370000000001	4.817851488764288e-07	9.489165133786916	7.135048231511254	1.3299370692238537	9.489165133786916	202	135	0.9481077	0.9280189	3933	4262	0.82289517	0.08603109	0	0	1	1	1	1	-0.0997467903699124	-0.0802590335175284	0.0372366142336211	8.921262185565707	1
P0A805	P64461	15	1387	0.9033277	0.9033277	4.502881844380403e-05	886.880583573487	277.375	3.1974063400576367	886.880583573487	202	737	0.9481077	0.26486957	3933	4374	0.82289517	0.03837093	0	1	1	1	1	1	-0.0472309211284751	2.41046236455173	0.097743349253101	22.541980869371685	1
P0A805	P77161	41	439	0.9296897	0.9296897	5.411255411255411e-05	1065.7924242424242	105.66666666666669	10.086363636363636	1065.7924242424242	202	1213	0.9481077	0.43756297	3933	4437	0.82289517	0.0075667743	0	1	1	1	1	1	-0.0194260630938868	1.124699217577758	0.1297790215490023	121.8647324659862	1
P0A809	P0A809	0	0	0.97245944	0.97245944	1.0	19695844.0	4438.0	4438.0	19695844.0	1086	1086	0.42161137	0.42161137	4189	4189	0.09452416	0.09452416	1	1	1	1	1	1	1.3065303955156615	1.3065303955156615	9.287945854266251	9.287945854266251	1
P0A828	P0A8E1	612	303	0.78797287	0.78797287	5.366188718124839e-06	105.6916158667468	7.2398042414355634	14.598684210526317	105.69161586674682	58	972	0.89196223	0.69804305	1472	4115	0.36147502	0.24646138	0	1	1	1	1	1	-0.1165849365617195	0.1288313378379744	1.1798819459225705	2.197145410773891	1
P0A853	P0A853	0	0	0.96770835	0.96770835	1.0	19695844.0	4438.0	4438.0	19695844.0	628	628	0.33210102	0.33210102	4252	4252	0.0735145359999999	0.0735145359999999	1	1	1	1	1	1	1.9138975544248555	1.9138975544248555	12.163496672277168	12.163496672277168	1
P0A887	P0AG11	4299	4191	0.05955375	0.05955375	5.547665542339784e-08	1.0926595508609978	1.032093023255814	1.0586832061068705	1.0926595508609978	961	908	0.49535418	0.27858508	4437	4437	0.010567531	0.015808478	0	0	1	1	0	0	-0.8797754164505082	-0.7862277836271777	4.635540600732564	2.767203269030706	1
P0A855	P02930	336	3411	0.42625284	0.42625284	8.696831918068886e-07	17.12914447525056	13.169139465875372	1.3007033997655335	17.12914447525056	394	597	0.90055424	0.34620732	2836	4248	0.54736793	0.112167664	0	1	0	1	1	1	-0.526677216021991	0.2312068964919633	-0.221268151387678	2.800140118813565	1
P0A855	P0AB38	26	61	0.9771681	0.9771681	0.0005973715651135	11765.73715651135	164.37037037037038	71.58064516129032	11765.73715651135	394	236	0.90055424	0.9304825	2836	2973	0.54736793	0.613707	1	1	1	1	1	1	0.0850741205771238	0.0501735389972406	0.7852125534647237	0.5922388045109476	1
P0A855	P0ACS9	40	57	0.9776864	0.9776864	0.0004205214465937	8282.524810765348	108.2439024390244	76.51724137931035	8282.52481076535	394	230	0.90055424	0.93815285	2836	3380	0.54736793	0.6530092	1	1	1	1	1	1	0.0856496550391012	0.042139774984428	0.7861594485449669	0.4972015708201355	1
P0A855	P75863	361	924	0.80998033	0.80998033	2.986411826190832e-06	58.81990144840975	12.259668508287293	4.797837837837838	58.81990144840973	394	1846	0.90055424	0.3217993	2836	4250	0.54736793	0.0812822	0	1	1	1	1	1	-0.1005757410014525	1.5170357113890551	0.479773084257969	8.965039455132858	1
P0A858	P09373	1648	3086	0.2067413999999999	0.2067413999999999	1.9644578499048125e-07	3.86916553563006	2.691328077622801	1.437641723356009	3.869165535630059	1213	669	0.39109707	0.29101083	4277	4350	0.120809674	0.09933528	0	0	1	1	0	1	-0.4713808518176831	-0.289574893140575	0.7112983849290079	1.081248474862103	1
