Protein_A	Protein_B	Rank_A_in_B	Rank_B_in_A	Score_A_in_B	Score_B_in_A	NaRRO	ARRO	NoRRO_A	NoRRO_B	NoRRO	Rank_LocalCutoff_A_elbow	Rank_LocalCutoff_B_elbow	Score_LocalCutoff_A_elbow	Score_LocalCutoff_B_elbow	Rank_LocalCutoff_A_knee	Rank_LocalCutoff_B_knee	Score_LocalCutoff_A_knee	Score_LocalCutoff_B_knee	Rank_AB_AboveLocal_A_elbow	Rank_BA_AboveLocal_B_elbow	Rank_AB_AboveLocal_A_knee	Rank_BA_AboveLocal_B_knee	Above_Global_Mean	Above_Global_Median	FD_A_elbow	FD_B_elbow	FD_A_knee	FD_B_knee	label
P0A746	P63389	113	1623	0.999978	0.999978	5.401434621035347e-06	106.38581367211133	38.92982456140351	2.7327586206896552	106.38581367211133	2507	1070	0.990966	0.960788	3828	2716	0.002947	0.0191639999999999	1	1	1	1	1	1	0.0090941566108221	0.040789435338493	338.3206650831354	51.18002504696307	1
P0A6F5	Q46948	1842	1762	0.048188	0.048188	3.077672134971927e-07	6.061735025355403	2.408030385241454	2.5173000567214974	6.061735025355401	695	498	0.993613	0.977173	2005	1928	0.012305	0.035511	0	0	1	1	0	1	-0.9515022448377788	-0.9506863165478376	2.9161316537992685	0.3569879755568697	1
P0A734	P32162	487	758	0.994768	0.994768	2.6998423292079742e-06	53.1756733406769	9.094262295081966	5.847167325428195	53.1756733406769	874	1091	0.987799	0.940034	2328	2792	0.019568	0.063998	1	1	1	1	1	1	0.0070550790191121	0.0582255535438079	49.83646770237121	14.54373574174193	1
P0A6G7	P0A6G7	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	1804	1804	0.948964	0.948964	3442	3442	0.019503	0.019503	1	1	1	1	1	1	0.0537807545913228	0.0537807545913228	50.27416294928985	50.27416294928985	1
P0A6H1	P0A6H1	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	954	954	0.988793	0.988793	2487	2487	0.014995	0.014995	1	1	1	1	1	1	0.0113340203662444	0.0113340203662444	65.68889629876625	65.68889629876625	1
P0A6I0	P07000	3902	3540	5e-06	5e-06	7.235616191948742e-08	1.4251156776049647	1.137074045605944	1.253318271674668	1.4251156776049645	747	358	0.985906	1.0	2161	2954	0.0397649999999999	0.0088209999999999	0	0	0	0	0	0	-0.9999949285225974	-0.999995	-0.9998742612850496	-0.9994331708423082	1
P0A6L2	P0A6L2	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	785	785	0.995233	0.995233	2097	2097	0.005492	0.005492	1	1	1	1	1	1	0.0047898331345523	0.0047898331345523	181.0830298616169	181.0830298616169	1
P0A6L9	P0A6Z1	2297	2122	0.403596	0.403596	2.0497456880524832e-07	4.037147131155438	1.9312445604873805	2.0904380593499763	4.037147131155438	1344	1322	0.989182	0.910692	4092	3021	0.0	0.033205	0	0	1	1	1	1	-0.5919901494366051	-0.5568249199509823	0.0	11.15467550067761	1
P0A6S5	P0AEN4	1419	1143	0.707684	0.707684	6.155816014970945e-07	12.124399192356938	3.125352112676056	3.879370629370629	12.124399192356936	651	862	0.986693	0.973441	1988	2462	0.011241	0.02401	0	0	1	1	1	1	-0.2827718449406249	-0.2730078145465416	61.95560893158972	28.474552269887543	1
P0A6S7	P0A6S7	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	894	894	0.990901	0.990901	2370	2370	0.014156	0.014156	1	1	1	1	1	1	0.0091825520410212	0.0091825520410212	69.64142413111048	69.64142413111048	1
P0A6S7	P0A8Z7	3953	4013	0.0	0.0	6.300658872499615e-08	1.2409679424996831	1.122407688416793	1.1056302939711011	1.240967942499683	894	917	0.990901	0.996561	2370	2366	0.014156	0.010968	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	1
P0A6T1	P0A6T1	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	833	833	0.993115	0.993115	2234	2234	0.014977	0.014977	1	1	1	1	1	1	0.0069327318588482	0.0069327318588482	65.76904587033451	65.76904587033451	1
P0A6T3	P68646	334	234	0.999977	0.999977	1.2702445220704984e-05	250.18537948555092	13.24776119402985	18.885106382978723	250.18537948555092	758	1159	0.991363	0.992498	2124	4054	0.022163	0.0	1	1	1	1	1	1	0.0086890473015435	0.0075355315577462	44.11920768848982	0.0	1
P0A6T5	P0A6T5	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	783	783	0.987316	0.987316	2185	2185	0.022879	0.022879	1	1	1	1	1	1	0.0128469507229701	0.0128469507229701	42.708204029896415	42.708204029896415	1
P0A6T9	P33195	3410	3670	5.4000000000000005e-05	5.4000000000000005e-05	7.986084407641373e-08	1.572926726637369	1.3010847258868368	1.2089348951239445	1.572926726637369	300	1047	0.997331	0.990634	1669	2572	0.032923	0.011009	0	0	0	0	0	0	-0.9999458554882984	-0.9999454894542285	-0.9983598092518908	-0.9950949223362704	1
P0A6U3	P25522	1910	1513	0.052725	0.052725	3.456315968110646e-07	6.807506012261627	2.3223443223443225	2.9313077939233816	6.807506012261626	506	615	0.996703	0.969913	1840	2034	0.00636	0.0344379999999999	0	0	1	1	0	1	-0.9471005906473644	-0.9456394542603306	7.290094339622642	0.5310122539055696	1
P0A6W9	P30750	2814	2140	0.011432	0.011432	1.6592236658389906e-07	3.267981048347288	1.5765541740674955	2.072863148061653	3.2679810483472886	484	1496	0.99288	0.986938	1894	4057	0.0283	0.0	0	0	0	1	0	0	-0.988486020465716	-0.98841669892131	-0.5960424028268552	0.0	1
P0A6W9	P37009	2171	1932	0.024166	0.024166	2.3818166401332294e-07	4.691188898066823	2.043278084714549	2.295913088463528	4.691188898066823	484	720	0.99288	0.955423	1894	2152	0.0283	0.026182	0	0	0	0	0	0	-0.9756607042140036	-0.9747064912609388	-0.146077738515901	-0.0769994652814911	1
P0A6Y8	P0A6Y8	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	1453	1453	0.979447	0.979447	4073	4073	0.0	0.0	1	1	1	1	1	1	0.020984290114728	0.020984290114728	0.0	0.0	1
P0A6Z3	P0A6Z3	0	0	1.0	1.0	1.0	19695844.0	4438.0	4438.0	19695844.0	784	784	0.98682	0.98682	2186	2186	0.019457	0.019457	1	1	1	1	1	1	0.0133560325084614	0.0133560325084614	50.39538469445444	50.39538469445444	1
P0A6Z3	P75862	1147	1211	0.825398	0.825398	7.187129862812066e-07	14.155658858568785	3.865853658536585	3.6617161716171616	14.155658858568785	784	732	0.98682	0.993824	2186	2051	0.019457	0.007965	0	0	1	1	1	1	-0.1635779574795809	-0.1694726631677238	41.42164773603331	102.62812303829251	1
P0A700	P77213	1099	1269	0.909403	0.909403	7.158196134574087e-07	14.098671438797425	4.034545454545454	3.4944881889763777	14.09867143879742	1033	797	0.96532	0.983481	2628	2202	0.012806	0.023105	0	0	1	1	1	1	-0.0579258691418389	-0.0753222482183182	70.0138216461034	38.35957584938325	1
P07014	Q46948	4311	4232	0.0	0.0	5.4786427166704586e-08	1.0790649227927755	1.0292207792207793	1.0484290101582805	1.0790649227927755	924	498	0.972863	0.977173	2483	1928	0.0514279999999999	0.035511	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	1
